Number2;Item;German;French;Spanish;Italian;Japanese;Korean;Chinese;Chinese2
1187;TR57;TP57;DT57;DT57;DT57;わざレコード５７;기술레코드57;招式记录５７;招式紀錄５７
1188;TR58;TP58;DT58;DT58;DT58;わざレコード５８;기술레코드58;招式记录５８;招式紀錄５８
1189;TR59;TP59;DT59;DT59;DT59;わざレコード５９;기술레코드59;招式记录５９;招式紀錄５９
1190;TR60;TP60;DT60;DT60;DT60;わざレコード６０;기술레코드60;招式记录６０;招式紀錄６０
1191;TR61;TP61;DT61;DT61;DT61;わざレコード６１;기술레코드61;招式记录６１;招式紀錄６１
1192;TR62;TP62;DT62;DT62;DT62;わざレコード６２;기술레코드62;招式记录６２;招式紀錄６２
1193;TR63;TP63;DT63;DT63;DT63;わざレコード６３;기술레코드63;招式记录６３;招式紀錄６３
1194;TR64;TP64;DT64;DT64;DT64;わざレコード６４;기술레코드64;招式记录６４;招式紀錄６４
1195;TR65;TP65;DT65;DT65;DT65;わざレコード６５;기술레코드65;招式记录６５;招式紀錄６５
1196;TR66;TP66;DT66;DT66;DT66;わざレコード６６;기술레코드66;招式记录６６;招式紀錄６６
1197;TR67;TP67;DT67;DT67;DT67;わざレコード６７;기술레코드67;招式记录６７;招式紀錄６７
1198;TR68;TP68;DT68;DT68;DT68;わざレコード６８;기술레코드68;招式记录６８;招式紀錄６８
1199;TR69;TP69;DT69;DT69;DT69;わざレコード６９;기술레코드69;招式记录６９;招式紀錄６９
1200;TR70;TP70;DT70;DT70;DT70;わざレコード７０;기술레코드70;招式记录７０;招式紀錄７０
1201;TR71;TP71;DT71;DT71;DT71;わざレコード７１;기술레코드71;招式记录７１;招式紀錄７１
1202;TR72;TP72;DT72;DT72;DT72;わざレコード７２;기술레코드72;招式记录７２;招式紀錄７２
1203;TR73;TP73;DT73;DT73;DT73;わざレコード７３;기술레코드73;招式记录７３;招式紀錄７３
1204;TR74;TP74;DT74;DT74;DT74;わざレコード７４;기술레코드74;招式记录７４;招式紀錄７４
1205;TR75;TP75;DT75;DT75;DT75;わざレコード７５;기술레코드75;招式记录７５;招式紀錄７５
1206;TR76;TP76;DT76;DT76;DT76;わざレコード７６;기술레코드76;招式记录７６;招式紀錄７６
1207;TR77;TP77;DT77;DT77;DT77;わざレコード７７;기술레코드77;招式记录７７;招式紀錄７７
1208;TR78;TP78;DT78;DT78;DT78;わざレコード７８;기술레코드78;招式记录７８;招式紀錄７８
1209;TR79;TP79;DT79;DT79;DT79;わざレコード７９;기술레코드79;招式记录７９;招式紀錄７９
1210;TR80;TP80;DT80;DT80;DT80;わざレコード８０;기술레코드80;招式记录８０;招式紀錄８０
1211;TR81;TP81;DT81;DT81;DT81;わざレコード８１;기술레코드81;招式记录８１;招式紀錄８１
1212;TR82;TP82;DT82;DT82;DT82;わざレコード８２;기술레코드82;招式记录８２;招式紀錄８２
1213;TR83;TP83;DT83;DT83;DT83;わざレコード８３;기술레코드83;招式记录８３;招式紀錄８３
1214;TR84;TP84;DT84;DT84;DT84;わざレコード８４;기술레코드84;招式记录８４;招式紀錄８４
1215;TR85;TP85;DT85;DT85;DT85;わざレコード８５;기술레코드85;招式记录８５;招式紀錄８５
1216;TR86;TP86;DT86;DT86;DT86;わざレコード８６;기술레코드86;招式记录８６;招式紀錄８６
1217;TR87;TP87;DT87;DT87;DT87;わざレコード８７;기술레코드87;招式记录８７;招式紀錄８７
1218;TR88;TP88;DT88;DT88;DT88;わざレコード８８;기술레코드88;招式记录８８;招式紀錄８８
1219;TR89;TP89;DT89;DT89;DT89;わざレコード８９;기술레코드89;招式记录８９;招式紀錄８９
1220;TR90;TP90;DT90;DT90;DT90;わざレコード９０;기술레코드90;招式记录９０;招式紀錄９０
1221;TR91;TP91;DT91;DT91;DT91;わざレコード９１;기술레코드91;招式记录９１;招式紀錄９１
1222;TR92;TP92;DT92;DT92;DT92;わざレコード９２;기술레코드92;招式记录９２;招式紀錄９２
1223;TR93;TP93;DT93;DT93;DT93;わざレコード９３;기술레코드93;招式记录９３;招式紀錄９３
1224;TR94;TP94;DT94;DT94;DT94;わざレコード９４;기술레코드94;招式记录９４;招式紀錄９４
1225;TR95;TP95;DT95;DT95;DT95;わざレコード９５;기술레코드95;招式记录９５;招式紀錄９５
1226;TR96;TP96;DT96;DT96;DT96;わざレコード９６;기술레코드96;招式记录９６;招式紀錄９６
1227;TR97;TP97;DT97;DT97;DT97;わざレコード９７;기술레코드97;招式记录９７;招式紀錄９７
1228;TR98;TP98;DT98;DT98;DT98;わざレコード９８;기술레코드98;招式记录９８;招式紀錄９８
1229;TR99;TP99;DT99;DT99;DT99;わざレコード９９;기술레코드99;招式记录９９;招式紀錄９９
1230;TM00;TM00;CT00;MT00;MT00;わざマシン００;기술머신00;招式学习器００;招式學習器００
1231;Lonely Mint;Solo-Minze;Aromate Solo;Menta Huraña;Menta Schiva;さみしがりミント;외로움민트;怕寂寞薄荷;怕寂寞薄荷
1232;Adamant Mint;Hart-Minze;Aromate Rigide;Menta Firme;Menta Decisa;いじっぱりミント;고집민트;固执薄荷;固執薄荷
1233;Naughty Mint;Frech-Minze;Aromate Mauvais;Menta Pícara;Menta Birbona;やんちゃミント;개구쟁이민트;顽皮薄荷;頑皮薄荷
1234;Brave Mint;Mutig-Minze;Aromate Brave;Menta Audaz;Menta Audace;ゆうかんミント;용감민트;勇敢薄荷;勇敢薄荷
1235;Bold Mint;Kühn-Minze;Aromate Assuré;Menta Osada;Menta Sicura;ずぶといミント;대담민트;大胆薄荷;大膽薄荷
1236;Impish Mint;Pfiffig-Minze;Aromate Malin;Menta Agitada;Menta Scaltra;わんぱくミント;장난꾸러기민트;淘气薄荷;淘氣薄荷
1237;Lax Mint;Lasch-Minze;Aromate Lâche;Menta Floja;Menta Fiacca;のうてんきミント;촐랑민트;乐天薄荷;樂天薄荷
1238;Relaxed Mint;Locker-Minze;Aromate Relax;Menta Plácida;Menta Placida;のんきミント;무사태평민트;悠闲薄荷;悠閒薄荷
1239;Modest Mint;Mäßig-Minze;Aromate Modeste;Menta Modesta;Menta Modesta;ひかえめミント;조심민트;内敛薄荷;內斂薄荷
1240;Mild Mint;Mild-Minze;Aromate Doux;Menta Afable;Menta Mite;おっとりミント;의젓민트;慢吞吞薄荷;慢吞吞薄荷
1241;Rash Mint;Hitzig-Minze;Aromate Foufou;Menta Alocada;Menta Ardente;うっかりやミント;덜렁민트;马虎薄荷;馬虎薄荷
1242;Quiet Mint;Ruhig-Minze;Aromate Discret;Menta Mansa;Menta Quieta;れいせいミント;냉정민트;冷静薄荷;冷靜薄荷
1243;Calm Mint;Still-Minze;Aromate Calme;Menta Serena;Menta Calma;おだやかミント;차분민트;温和薄荷;溫和薄荷
1244;Gentle Mint;Zart-Minze;Aromate Gentil;Menta Amable;Menta Gentile;おとなしいミント;얌전민트;温顺薄荷;溫順薄荷
1245;Careful Mint;Sacht-Minze;Aromate Prudent;Menta Cauta;Menta Cauta;しんちょうミント;신중민트;慎重薄荷;慎重薄荷
1246;Sassy Mint;Forsch-Minze;Aromate Malpoli;Menta Grosera;Menta Vivace;なまいきミント;건방민트;自大薄荷;自大薄荷
1247;Timid Mint;Scheu-Minze;Aromate Timide;Menta Miedosa;Menta Timida;おくびょうミント;겁쟁이민트;胆小薄荷;膽小薄荷
1248;Hasty Mint;Hastig-Minze;Aromate Pressé;Menta Activa;Menta Lesta;せっかちミント;성급민트;急躁薄荷;急躁薄荷
1249;Jolly Mint;Froh-Minze;Aromate Jovial;Menta Alegre;Menta Allegra;ようきミント;명랑민트;爽朗薄荷;爽朗薄荷
1250;Naive Mint;Naiv-Minze;Aromate Naïf;Menta Ingenua;Menta Ingenua;むじゃきミント;천진난만민트;天真薄荷;天真薄荷
1251;Serious Mint;Ernst-Minze;Aromate Sérieux;Menta Seria;Menta Seria;まじめミント;성실민트;认真薄荷;認真薄荷
1252;Wishing Piece;Wunschbrocken;Morceau Vœu;Trozo Deseo;Desioblocco;ねがいのかたまり;소원의덩어리;许愿星块;許願星塊
1253;Cracked Pot;Rissige Kanne;Théière Fêlée;Tetera Agrietada;Teiera rotta;われたポット;깨진포트;破裂的茶壶;破裂的茶壺
1254;Chipped Pot;Löchrige Kanne;Théière Ébréchée;Tetera Rota;Teiera crepata;かけたポット;이빠진포트;缺损的茶壶;缺損的茶壺
1255;Hi-tech Earbuds;;;;;;;;
1256;Fruit Bunch;Früchte;Fruits;Fruta Tropical;Frutti;フサパック;송이팩;袋装果实;袋裝果實
1257;Moomoo Cheese;Kuhmuh-Käse;Fromage Meumeu;Queso Mu-mu;Formaggio Mumu;モーモーチーズ;튼튼치즈;哞哞乳酪;哞哞乳酪
1258;Spice Mix;Gewürzmix;Épices;Especias;Spezie assortite;スパイスセット;스파이스세트;香料组合;香料組合
1259;Fresh Cream;Frische Sahne;Crème Fraîche;Nata Fresca;Panna da cucina;しんせんクリーム;신선한크림;鲜鲜奶油;鮮鮮奶油
1260;Packaged Curry;Fertigcurry;Curry Instantané;Curri de Bote;Curry precotto;レトルトカレー;레토르트카레;即食咖喱;即食咖哩
1261;Coconut Milk;Kokosmilch;Lait de Coco;Leche de Coco;Latte di cocco;ヤシのミルク;야자밀크;椰奶;椰奶
1262;Instant Noodles;Fertignudeln;Nouilles;Fideos de Bote;Noodle precotti;レトルトめん;레토르트면;即食面;即食麵
1263;Precooked Burger;Frikadellen;Steak Haché;Hamburguesas;Hamburger;レトルトバーグ;레토르트햄버그;即食肉排;即食肉排
1264;Gigantamix;Giga-Pulver;Poudre Gigamax;Especias Gigamax;Gigaspezia;キョダイパウダー;거대파우더;超极粉;超極粉
1265;Wishing Chip;Wunschsplitter;Fragment Vœu;Trocito Deseo;Desioframmento;ねがいのかけら;소원의조각;许愿星碎片;許願星碎片
1266;Rotom Bike;;;;;;;;
1267;Catching Charm;;;;;;;;
1268;???;???;???;(?);???;？？？;???;？？？;？？？
1269;Old Letter;;;;;;;;
1270;Band Autograph;;;;;;;;
1271;Sonia's Book;;;;;;;;
1272;???;???;???;(?);???;？？？;???;？？？;？？？
1273;???;???;???;(?);???;？？？;???;？？？;？？？
1274;???;???;???;(?);???;？？？;???;？？？;？？？
1275;???;???;???;(?);???;？？？;???;？？？;？？？
1276;???;???;???;(?);???;？？？;???;？？？;？？？
1277;???;???;???;(?);???;？？？;???;？？？;？？？
1278;Rotom Catalog;;;;;;;;
1279;★And458;;;;;;;;
1280;★And15;;;;;;;;
1281;★And337;;;;;;;;
1282;★And603;;;;;;;;
1283;★And390;;;;;;;;
1284;★Sgr6879;;;;;;;;
1285;★Sgr6859;;;;;;;;
1286;★Sgr6913;;;;;;;;
1287;★Sgr7348;;;;;;;;
1288;★Sgr7121;;;;;;;;
1289;★Sgr6746;;;;;;;;
1290;★Sgr7194;;;;;;;;
1291;★Sgr7337;;;;;;;;
1292;★Sgr7343;;;;;;;;
1293;★Sgr6812;;;;;;;;
1294;★Sgr7116;;;;;;;;
1295;★Sgr7264;;;;;;;;
1296;★Sgr7597;;;;;;;;
1297;★Del7882;;;;;;;;
1298;★Del7906;;;;;;;;
1299;★Del7852;;;;;;;;
1300;★Psc596;;;;;;;;
1301;★Psc361;;;;;;;;
1302;★Psc510;;;;;;;;
1303;★Psc437;;;;;;;;
1304;★Psc8773;;;;;;;;
1305;★Lep1865;;;;;;;;
1306;★Lep1829;;;;;;;;
1307;★Boo5340;;;;;;;;
1308;★Boo5506;;;;;;;;
1309;★Boo5435;;;;;;;;
1310;★Boo5602;;;;;;;;
1311;★Boo5733;;;;;;;;
1312;★Boo5235;;;;;;;;
1313;★Boo5351;;;;;;;;
1314;★Hya3748;;;;;;;;
1315;★Hya3903;;;;;;;;
1316;★Hya3418;;;;;;;;
1317;★Hya3482;;;;;;;;
1318;★Hya3845;;;;;;;;
1319;★Eri1084;;;;;;;;
1320;★Eri472;;;;;;;;
1321;★Eri1666;;;;;;;;
1322;★Eri897;;;;;;;;
1323;★Eri1231;;;;;;;;
1324;★Eri874;;;;;;;;
1325;★Eri1298;;;;;;;;
1326;★Eri1325;;;;;;;;
1327;★Eri984;;;;;;;;
1328;★Eri1464;;;;;;;;
1329;★Eri1393;;;;;;;;
1330;★Eri850;;;;;;;;
1331;★Tau1409;;;;;;;;
1332;★Tau1457;;;;;;;;
1333;★Tau1165;;;;;;;;
1334;★Tau1791;;;;;;;;
1335;★Tau1910;;;;;;;;
1336;★Tau1346;;;;;;;;
1337;★Tau1373;;;;;;;;
1338;★Tau1412;;;;;;;;
1339;★CMa2491;;;;;;;;
1340;★CMa2693;;;;;;;;
1341;★CMa2294;;;;;;;;
1342;★CMa2827;;;;;;;;
1343;★CMa2282;;;;;;;;
1344;★CMa2618;;;;;;;;
1345;★CMa2657;;;;;;;;
1346;★CMa2646;;;;;;;;
1347;★UMa4905;;;;;;;;
1348;★UMa4301;;;;;;;;
1349;★UMa5191;;;;;;;;
1350;★UMa5054;;;;;;;;
1351;★UMa4295;;;;;;;;
1352;★UMa4660;;;;;;;;
1353;★UMa4554;;;;;;;;
1354;★UMa4069;;;;;;;;
1355;★UMa3569;;;;;;;;
1356;★UMa3323;;;;;;;;
1357;★UMa4033;;;;;;;;
1358;★UMa4377;;;;;;;;
1359;★UMa4375;;;;;;;;
1360;★UMa4518;;;;;;;;
1361;★UMa3594;;;;;;;;
1362;★Vir5056;;;;;;;;
1363;★Vir4825;;;;;;;;
1364;★Vir4932;;;;;;;;
1365;★Vir4540;;;;;;;;
1366;★Vir4689;;;;;;;;
1367;★Vir5338;;;;;;;;
1368;★Vir4910;;;;;;;;
1369;★Vir5315;;;;;;;;
1370;★Vir5359;;;;;;;;
1371;★Vir5409;;;;;;;;
1372;★Vir5107;;;;;;;;
1373;★Ari617;;;;;;;;
1374;★Ari553;;;;;;;;
1375;★Ari546;;;;;;;;
1376;★Ari951;;;;;;;;
1377;★Ori1713;;;;;;;;
1378;★Ori2061;;;;;;;;
1379;★Ori1790;;;;;;;;
1380;★Ori1903;;;;;;;;
1381;★Ori1948;;;;;;;;
1382;★Ori2004;;;;;;;;
1383;★Ori1852;;;;;;;;
1384;★Ori1879;;;;;;;;
1385;★Ori1899;;;;;;;;
1386;★Ori1543;;;;;;;;
1387;★Cas21;;;;;;;;
1388;★Cas168;;;;;;;;
1389;★Cas403;;;;;;;;
1390;★Cas153;;;;;;;;
1391;★Cas542;;;;;;;;
1392;★Cas219;;;;;;;;
1393;★Cas265;;;;;;;;
1394;★Cnc3572;;;;;;;;
1395;★Cnc3208;;;;;;;;
1396;★Cnc3461;;;;;;;;
1397;★Cnc3449;;;;;;;;
1398;★Cnc3429;;;;;;;;
1399;★Cnc3627;;;;;;;;
1400;★Cnc3268;;;;;;;;
1401;★Cnc3249;;;;;;;;
1402;★Com4968;;;;;;;;
1403;★Crv4757;;;;;;;;
1404;★Crv4623;;;;;;;;
1405;★Crv4662;;;;;;;;
1406;★Crv4786;;;;;;;;
1407;★Aur1708;;;;;;;;
1408;★Aur2088;;;;;;;;
1409;★Aur1605;;;;;;;;
1410;★Aur2095;;;;;;;;
1411;★Aur1577;;;;;;;;
1412;★Aur1641;;;;;;;;
1413;★Aur1612;;;;;;;;
1414;★Pav7790;;;;;;;;
1415;★Cet911;;;;;;;;
1416;★Cet681;;;;;;;;
1417;★Cet188;;;;;;;;
1418;★Cet539;;;;;;;;
1419;★Cet804;;;;;;;;
1420;★Cep8974;;;;;;;;
1421;★Cep8162;;;;;;;;
1422;★Cep8238;;;;;;;;
1423;★Cep8417;;;;;;;;
1424;★Cen5267;;;;;;;;
1425;★Cen5288;;;;;;;;
1426;★Cen551 ;;;;;;;;
1427;★Cen5459;;;;;;;;
1428;★Cen5460;;;;;;;;
1429;★CMi2943;;;;;;;;
1430;★CMi2845;;;;;;;;
1431;★Equ8131;;;;;;;;
1432;★Vul7405;;;;;;;;
1433;★UMi424 ;;;;;;;;
1434;★UMi5563;;;;;;;;
1435;★UMi5735;;;;;;;;
1436;★UMi6789;;;;;;;;
1437;★Crt4287;;;;;;;;
1438;★Lyr7001;;;;;;;;
1439;★Lyr7178;;;;;;;;
1440;★Lyr7106;;;;;;;;
1441;★Lyr7298;;;;;;;;
1442;★Ara6585;;;;;;;;
1443;★Sco6134;;;;;;;;
1444;★Sco6527;;;;;;;;
1445;★Sco6553;;;;;;;;
1446;★Sco5953;;;;;;;;
1447;★Sco5984;;;;;;;;
1448;★Sco6508;;;;;;;;
1449;★Sco6084;;;;;;;;
1450;★Sco5944;;;;;;;;
1451;★Sco6630;;;;;;;;
1452;★Sco6027;;;;;;;;
1453;★Sco6247;;;;;;;;
1454;★Sco6252;;;;;;;;
1455;★Sco5928;;;;;;;;
1456;★Sco6241;;;;;;;;
1457;★Sco6165;;;;;;;;
1458;★Tri544 ;;;;;;;;
1459;★Leo3982;;;;;;;;
1460;★Leo4534;;;;;;;;
1461;★Leo4357;;;;;;;;
1462;★Leo4057;;;;;;;;
1463;★Leo4359;;;;;;;;
1464;★Leo4031;;;;;;;;
1465;★Leo3852;;;;;;;;
1466;★Leo3905;;;;;;;;
1467;★Leo3773;;;;;;;;
1468;★Gru8425;;;;;;;;
1469;★Gru8636;;;;;;;;
1470;★Gru8353;;;;;;;;
1471;★Lib5685;;;;;;;;
1472;★Lib5531;;;;;;;;
1473;★Lib5787;;;;;;;;
1474;★Lib5603;;;;;;;;
1475;★Pup3165;;;;;;;;
1476;★Pup3185;;;;;;;;
1477;★Pup3045;;;;;;;;
1478;★Cyg7924;;;;;;;;
1479;★Cyg7417;;;;;;;;
1480;★Cyg7796;;;;;;;;
1481;★Cyg8301;;;;;;;;
1482;★Cyg7949;;;;;;;;
1483;★Cyg7528;;;;;;;;
1484;★Oct7228;;;;;;;;
1485;★Col1956;;;;;;;;
1486;★Col2040;;;;;;;;
1487;★Col2177;;;;;;;;
1488;★Gem2990;;;;;;;;
1489;★Gem2891;;;;;;;;
1490;★Gem2421;;;;;;;;
1491;★Gem2473;;;;;;;;
1492;★Gem2216;;;;;;;;
1493;★Gem2777;;;;;;;;
1494;★Gem2650;;;;;;;;
1495;★Gem2286;;;;;;;;
1496;★Gem2484;;;;;;;;
1497;★Gem2930;;;;;;;;
1498;★Peg8775;;;;;;;;
1499;★Peg8781;;;;;;;;
1500;★Peg39;;;;;;;;
1501;★Peg8308;;;;;;;;
1502;★Peg8650;;;;;;;;
1503;★Peg8634;;;;;;;;
1504;★Peg8684;;;;;;;;
1505;★Peg8450;;;;;;;;
1506;★Peg8880;;;;;;;;
1507;★Peg8905;;;;;;;;
1508;★Oph6556;;;;;;;;
1509;★Oph6378;;;;;;;;
1510;★Oph6603;;;;;;;;
1511;★Oph6149;;;;;;;;
1512;★Oph6056;;;;;;;;
1513;★Oph6075;;;;;;;;
1514;★Ser5854;;;;;;;;
1515;★Ser7141;;;;;;;;
1516;★Ser5879;;;;;;;;
1517;★Her6406;;;;;;;;
1518;★Her6148;;;;;;;;
1519;★Her6410;;;;;;;;
1520;★Her6526;;;;;;;;
1521;★Her6117;;;;;;;;
1522;★Her6008;;;;;;;;
1523;★Per936 ;;;;;;;;
1524;★Per1017;;;;;;;;
1525;★Per1131;;;;;;;;
1526;★Per1228;;;;;;;;
1527;★Per834;;;;;;;;
1528;★Per941;;;;;;;;
1529;★Phe99;;;;;;;;
1530;★Phe338;;;;;;;;
1531;★Vel3634;;;;;;;;
1532;★Vel3485;;;;;;;;
1533;★Vel3734;;;;;;;;
1534;★Aqr8232;;;;;;;;
1535;★Aqr8414;;;;;;;;
1536;★Aqr8709;;;;;;;;
1537;★Aqr8518;;;;;;;;
1538;★Aqr7950;;;;;;;;
1539;★Aqr8499;;;;;;;;
1540;★Aqr8610;;;;;;;;
1541;★Aqr8264;;;;;;;;
1542;★Cru4853;;;;;;;;
1543;★Cru4730;;;;;;;;
1544;★Cru4763;;;;;;;;
1545;★Cru4700;;;;;;;;
1546;★Cru4656;;;;;;;;
1547;★PsA8728;;;;;;;;
1548;★TrA6217;;;;;;;;
1549;★Cap7776;;;;;;;;
1550;★Cap7754;;;;;;;;
1551;★Cap8278;;;;;;;;
1552;★Cap8322;;;;;;;;
1553;★Cap7773;;;;;;;;
1554;★Sge7479;;;;;;;;
1555;★Car2326;;;;;;;;
1556;★Car3685;;;;;;;;
1557;★Car3307;;;;;;;;
1558;★Car3699;;;;;;;;
1559;★Dra5744;;;;;;;;
1560;★Dra5291;;;;;;;;
1561;★Dra6705;;;;;;;;
1562;★Dra6536;;;;;;;;
1563;★Dra7310;;;;;;;;
1564;★Dra6688;;;;;;;;
1565;★Dra4434;;;;;;;;
1566;★Dra6370;;;;;;;;
1567;★Dra7462;;;;;;;;
1568;★Dra6396;;;;;;;;
1569;★Dra6132;;;;;;;;
1570;★Dra6636;;;;;;;;
1571;★CVn4915;;;;;;;;
1572;★CVn4785;;;;;;;;
1573;★CVn4846;;;;;;;;
1574;★Aql7595;;;;;;;;
1575;★Aql7557;;;;;;;;
1576;★Aql7525;;;;;;;;
1577;★Aql7602;;;;;;;;
1578;★Aql7235;;;;;;;;
1579;Max Honey;Dyna-Honig;Maxi Miel;Maxipanal;Mielemax;ダイミツ;다이꿀;极巨甜蜜;極巨甜蜜
1580;Max Mushrooms;Dyna-Pilz;Maxi Champi;Maxiseta;Fungomax;ダイキノコ;다이버섯;极巨菇菇;極巨菇菇
1581;Galarica Twig;Galarnuss-Zweig;Branche Galanoa;Rama de Galanuez;Ramo Galarnoce;ガラナツのえだ;가라두구가지;伽勒豆蔻枝;伽勒荳蔻枝
1582;Galarica Cuff;Galarnuss-Reif;Bracelet Galanoa;Brazal Galanuez;Fascia Galarnoce;ガラナツブレス;가라두구팔찌;伽勒豆蔻手环;伽勒荳蔻手環
1583;Style Card;;;;;;;;
1584;Armor Pass;;;;;;;;
1585;Rotom Bike;;;;;;;;
1586;Rotom Bike;;;;;;;;
1587;Exp. Charm;;;;;;;;
1588;Armorite Ore;Rüstungserz;Armurium;Duralium;Rocciarmatura;ヨロイこうせき;갑옷광석;铠甲矿石;鎧甲礦石
1589;Mark Charm;;;;;;;;
1590;Reins of Unity;;;;;;;;
1591;Reins of Unity;;;;;;;;
1592;Galarica Wreath;Galarnuss-Kranz;Couronne Galanoa;Corona Galanuez;Corona Galarnoce;ガラナツリース;가라두구머리장식;伽勒豆蔻花圈;伽勒荳蔻花圈
1593;Legendary Clue 1;;;;;;;;
1594;Legendary Clue 2;;;;;;;;
1595;Legendary Clue 3;;;;;;;;
1596;Legendary Clue?;;;;;;;;
1597;Crown Pass;;;;;;;;
1598;Wooden Crown;;;;;;;;
1599;Radiant Petal;;;;;;;;
1600;White Mane Hair;;;;;;;;
1601;Black Mane Hair;;;;;;;;
1602;Iceroot Carrot;;;;;;;;
1603;Shaderoot Carrot;;;;;;;;
1604;Dynite Ore;Dyna-Erz;Dynamaxium;Maxinium;Rocciamax;マックスこうせき;맥스광석;极矿石;極礦石
1605;Carrot Seeds;;;;;;;;
1606;Ability Patch;Fähigkeiten-Pflaster;Patch Talent;Parche Habilidad;Cerotto abilità;とくせいパッチ;특성패치;特性膏药;特性膏藥
1607;Reins of Unity;;;;;;;;
1608;Time Balm;Zeitruhegabe;Pacifi-Temps;Calmasfera Tiempo;Sferazen tempo;ときのシズメダマ;시간의진정환;时之镇宝;時之鎮寶
1609;Space Balm;Raumruhegabe;Pacifi-Espace;Calmasfera Espacio;Sferazen spazio;そらのシズメダマ;공간의진정환;空之镇宝;空之鎮寶
1610;Mysterious Balm;Ruhegabe;Pacifisphère;Calmasfera;Sferazen;しずめだま;진정환;镇宝;鎮寶
1611;Linking Cord;Verbindungsschnur;Fil de Liaison;Cordón Unión;Filo dell'unione;つながりのヒモ;연결의끈;联系绳;聯繫繩
1612;Hometown Muffin;Heimatmuffin;Muffin Tradition;Bizcocho Clásico;Muffin classico;ふるさとマフィン;고향머핀;家乡玛芬;家鄉瑪芬
1613;Apricorn;Aprikoko;Noigrume;Bonguri;Bacca ghicocca;ぼんぐりのみ;규토리열매;球果果;球果果
